Video ID,Author,Comment
J5Cg86mX9kc,@dritakadiqi-tx5lz,I marrshit të  ligat Cameve  .
J5Cg86mX9kc,@user-vp1vq7br3z,BRAVO MANJANI TREGOI TI FUCKING GREKU SI TE SILLET NE SHQIPERIN ETNIKE
J5Cg86mX9kc,@Arben-gh6nr,"Bravo  Idrizi , respekte ! Kulture   shqiptare , me   pasione, shqiptaret  jane   ujqer   per   njeri  tjtrin kudo qe  jane  ne   histori."
J5Cg86mX9kc,@user-wg1rw9zp3u,Rroftë Camëria Manjani fol mirë Idrizi bravo për mendimet dhe arsyetimet e tua bejleri kriminel
J5Cg86mX9kc,@violetangjela6297,Bravo Idris
J5Cg86mX9kc,@youngboy927,Rraca e manjanit jane bere soiune te asfalise ne greqi familja e motres prandaj manjan-bythqimi kakaris si filo-grek se te ishte koha e Cerciz Topullit ja shkrehte nagantin mu né balle bythqirit.
J5Cg86mX9kc,@user-wq1iv9eb6w,"Greqia shtet terrorist,gjenocidial ku masakroi dhe deboi 3 milion Arvanite mysliman dhe me pas masakroi dhe deboi Çamët mysliman.
Ne Ballkan eshte bere gjenocid i madh kunder Shqipetareve!"
J5Cg86mX9kc,@bertibendaj780,Mjer ne si popull kushe na perfaqesojne 🙈🙈🐕‍🦺🐕‍🦺🐖🐖👎👎🇦🇱🇺🇸🇦🇱
J5Cg86mX9kc,@bertibendaj780,Ky idrizi paska Mbaruar Fare po ca thote shizma shizma 🙈🙈👎👎🐕‍🦺🐕‍🦺🐖🐖🇦🇱🇺🇸🇦🇱
J5Cg86mX9kc,@bertibendaj780,Ky idrizi sote qeka i pire Tape gjyna qe i ftoni keta njerz turpe per emisjne te tilla
J5Cg86mX9kc,@bertibendaj780,Bravo majani qe e pranove vete qe je i pa Vler 👏👏👍👍🇦🇱🇺🇸🇦🇱
J5Cg86mX9kc,@bertibendaj780,O Legen majani po ishe minister i Drejtesise per nuke undjeve ne ate kohe
J5Cg86mX9kc,@besimshanaj3837,"Idrizi deputet i perhershem.Para se te qaje (gjasme) hallin e Shqiperise per ligjin e luftes qe eshte nje burokraci pa vlere,ky lloj Cami ka harruar qe eshte cam te luftoi per camerine e te mos bej retorike se ka 30 vjete qe ka bere nje vrime ne uje per mos thene qe ka bere te kunderten."
J5Cg86mX9kc,@arturshpata7922,"Po me ke po flet o zoti Idrizi,,ju i thoni qe mos ta merte greqia gjith vorio epirin,,dhe ai thote,po le ta merte se skam ndonje kompleks. Plehra si keta zduhet te ken vend ne studiot shqipetare,,dhe ajo qe thote ai se eshte opinion publik,eshte thjesht opinioni i shtepise se tijj dhe jo i Shqipetareve. ( tullaci mutit)"
J5Cg86mX9kc,@syriim1604,"Ylli Manjani te ka cbirilu Çani te zone e lir thell ne je kthy ne nji palaço. 
Shpetim mos ju ndaj kauzes tane i ke te gjith ne mbeshtetje Geg e Tosk."
J5Cg86mX9kc,@saimirpregas221,Manjani spiun grek
J5Cg86mX9kc,@vedatjanuzi7473,"Qameria,Kosova gjithmone kane qene karta krediti te qeverive t Shqipnise me u djeg  sa here kish nevoja.."
J5Cg86mX9kc,@ZimerRiza,ded
J5Cg86mX9kc,@mirjanndreka7842,Bravo idrizi pershendetje mirditori 💪🇦🇱
J5Cg86mX9kc,@ProudAlbanian236,"Tradhetaret jane me te  poshte se vete arm iku ,prandaj duhet pastruar ky vend nga keta plehra"
J5Cg86mX9kc,@titkulla2631,Emer se çamet jan trathtar kot nuk ja kan vu emrin
J5Cg86mX9kc,@mandfrroku7496,Si ka mundsi ky Si mbron qeshtjen çame  dhe ka vazhdu karrieren ne partin socialiste.pjell e partis se enverit.
J5Cg86mX9kc,@fiqiriymeraj5465,"Thuaja troç o Shpetim, atij Legenit ish minister qe vajti te mbronte idene e megalidese greke.. Ky Manjani eshte kokrra e legenit."
J5Cg86mX9kc,@afrimi1238,Ik ore kok qep.nanjan keshi
J5Cg86mX9kc,@pietervija5223,"Ky shpetimi ka humbur nje karrier te mir ne teater😂😂😂ben sikur po nevrikoset hahahahah ne gjith boten ekzistojn kto gjykime e kto ofendime ore shpetim ,ate qe tha manjani e din shum mir edhe ti"
J5Cg86mX9kc,@world.369,"Aty ka të drejtë Idrizi ,kan 2 muaj a me shumë në çdo mendia për i cop greku hajdut,vrasës anti shqiptar dhe po këtu në shtetin tonë ,dhe nuk flitet për spastrimin etnik ndaj çamëve ,kjo është e pa drejtë ."
J5Cg86mX9kc,@masteryoda6777,Bravo idrizi ja mblodhi ktit tradhtari ordiner
J5Cg86mX9kc,@pharmapharma9969,"Ylli nje felliqesire qe sjell 2 fjale nga rruga dhe i ben si ceshtje kombetare. Ne rrjete shajme dhe Gjirokastritet,kosovaret,korçaret,fierekat etj, ça flet mo Ylli se je bere si femije. Ne per ceshtje kombetare nuk i themi ato,thjeshte i perdorim se brendshmi siç ben cdo popull ne bote. Ik Yllo 🤮🤮"
J5Cg86mX9kc,@pharmapharma9969,Bravo Shpëtim🎉🎉🎉❤
J5Cg86mX9kc,@ladimirsaliaj1194,Mjere Kush na kan udhehequr😮
J5Cg86mX9kc,@pharmapharma9969,"Ik o Manjan se le nam na ben si snobist kot, mentalitet qe mendon se ben qeveria e para dhe pastaj individi. Nderkohe aty ne Himare ajo partia e Mavit eshte parti e vogel dhe nuk eshte fare ne qeveri dhe shih çpo bejne pa qeverine, thjeshte qeveria i ndihmon te mari votat nga ekstremi      Agimi Arte etj"
J5Cg86mX9kc,@tonymediterranean1017,O majan flit me mend jo me inate.
J5Cg86mX9kc,@sadushkulla820,"Manjani o milet nuk èshtè grek 
Idrizi deri dje e mbante veten si grek komunist, e u mfshete se ishte çam 
E tani u bo kryetar nga ps kaloi ke çamria, po prap me  enveristat èshtè me edvinin  tamam grek i poshtèr"
J5Cg86mX9kc,@arianmarku8159,Mjerë Çamët kush i përfaqëson.
J5Cg86mX9kc,@sadushkulla820,O Idriz je njè rrot kari o karagjoz se deri dje ishe me enverin o ndyrsir i PS
J5Cg86mX9kc,@skendermysliuhysa833,Manjanin eshte nje person qe hiqet edhe fryer si nje cub uligan edhe si nje sherif
J5Cg86mX9kc,@nickmi2348,Ooo manjak i grekut
J5Cg86mX9kc,@user-bq6tl2db4c,"Manjani cop injoranti , cop legeni."
J5Cg86mX9kc,@luis-yg4pu,Manjani o legen burr
J5Cg86mX9kc,@Tropoja-dp6ln,U sakrificën qamt per te shpetuar shqiperin po ik o moter qim te qifsha rracen ne pill grek rop qim
J5Cg86mX9kc,@lelegrecak4992,Si ka mundesi qe televisionet tona marin kte grek ordiner..bravo idrizi
J5Cg86mX9kc,@marjomuca554,o Manjani je një antishqiptar i qelbët
f6EPrj5Jjns,@edmondtetova8529,Nuk te lejon as te shprehesh kjop zorra e trashe e PLAKUT MERE.
f6EPrj5Jjns,@lekesuli511,I sakte
f6EPrj5Jjns,@tiranadurresi5977,Ik thyej qafen ne Serbi oh plehre. Ishte America qe bombardoi ushtrine serbe qe Kane vrare me mijra shqiptare dardane ne tokat e tyre sa ne bebet dardane Benin supe dhe detyronte prinderit te hanin femi e e tyre
f6EPrj5Jjns,@fransfrans196,Ne litar ne litar
f6EPrj5Jjns,@nevresberberi2973,Shume po na lodhni  pse nuk I beni thirrje drejtesise dhe boll se na u lodh truri me hajdutet
f6EPrj5Jjns,@user-sb6zv7hd9z,SHUM I JO NE BURG PUSHKATIM OSE VARJE
f6EPrj5Jjns,@saudkadusha4432,Edhe partija e Metes do shkfihet se Nisma e Limajf keta edhe shjm te tjer se kan vebdin ne politik por duhet konfisku pasurit
f6EPrj5Jjns,@user-vy5kn2vm3n,Zoti spahija mos leh si qen pa dhembe ne qoftese je atdhetare eja ketu ne atdheun tone te dashur por une jam i bindur se ju nuke udhimbeset atedheu ......
f6EPrj5Jjns,@qanipirjasi9216,Bravo
f6EPrj5Jjns,@shpresaguri4412,Le timarrin të gjithë pasurinë te mos ilënë kokërr leku pastaj do qetsoet likja me monën
f6EPrj5Jjns,@user-rz4rv9mr6o,"Pse themi se ka korupson,kure 52% e votuseve votojen Pro korupsonit,ku eshte vertetuar se I vetemi mjete per te mbajtur pushteti eshte korupspnit si mjete me efektiv ,se korupsjoni prodhon PARA dhe paraja Prodhon Pushtet,por kure popullin nga sontazhe 88.6%e pranojen se qeveria eshte e koruptuar,dhe 52% e tyre votojen Pro korupsjoni kjo eshte ceshtja....!!!!!!!!"
f6EPrj5Jjns,@salixhepa2269,HAJDE LUFTOI NE SHQIPERI MOS BEJ  DERR DERR NGA JASHT
f6EPrj5Jjns,@hazizhaxhija6403,"Ti e deshiron ambasaden ruse, or kriminel,"
f6EPrj5Jjns,@EdmondQinami-xr2ti,Qenka shume e dobet ambasada e shba qe nuk ka arrestuar meten prej 10 vitesh. Gabim Qe degjoni spahiun
f6EPrj5Jjns,@user-dw9yb9zv3x,"Ky ishte hajduti numr dy ne
kLD.
Per te emruar nje prekuror ose gjyqtar
Merte shuma deri ne 2qind mij dollar.
Per te ulur denimet ke krimet e renda merte 
40 ,50 mij euro.
Ilir eshte kokrra e hajdutit dihet e mbar 
Iliret,qe kan qen poste kyqe e deri ke polici i
Qarkullimit,kan ber batardin,
E na del kokrra e hajdutit,
Me na ber moral,
Pe ky duhet te hetohet nga drejtesija
Kreshnik Ali baba,"
f6EPrj5Jjns,@irinapelushi1638,Ceshte ky rrote prasi qe tregon dsha cfare duhet beje
f6EPrj5Jjns,@sarandavlora6044,Tu sekuestrohet gjithe pasuria me gjithe ato qe kane vjedhur dhe ne burg te vene
f6EPrj5Jjns,@user-ke2wi5dz3z,"Vetem ky eshte normal,ngaqe shan kedo qe eshte opozite ,kurse poziten nuk e ngacmon,  Te kerkoje keto qe kerkon sot athere kur Meta ishte Presidente,  Jemi dakorde qe te hetohen te gjithe ata qe kane vjedhur  ate vende , por ama pa perjashtim te gjithe , te majte e te djathte ,Ky po ben edhe punen e ambasades amerikane ,"
f6EPrj5Jjns,@NuredinCena,"Komunisti i vogël fanatik Kreshnik Spahiu është emruar zëvendësuar kryetar i Këshillit të Lartë të Drejtësisë nga diktatori komunist Sali Berisha i korrupsionit dhe krimit të organizuar.
Ky Kresnik komunisti po përdor supermashtrime politike, për tu paraqitur për publikun si politikan i pastër i të djathtës.

Respekte për SHBA !
Sepse kanë organizuan Organin e Ri të Spesialës të drejtësisë SPAK dhe GJKKO, për të shkatrruar diktaturën komuniste totalitare të NonGratës të korrupsionit dhe të krimit të organizuar kudo në trojet shqiptare.

Në Shqipëria medja propogandistike e komunistave fanatik të ekstremit të Serbo-Rusisë në PDSH,  ata po tentojnë që vëmendjen e publikut kundër diktatorit totalitar dhe terroristit Sali Berisha që është truri dhe organizator i korrupsionit dhe krimit të organizuar kudo në trojet e Shqipërisë Natyrale.
Keto komunist hajna dhe finok të PDSH të origjinës se tyre nga ish diktatura komuniste, ata po tentojnë dhe kanë shumë dëshirë  për ta faturuar vëmendjen e publikut tek trafikant dhe hajnat dhe të komunistët e vegjël të PSSH.
Nongrata është një komunist dhe një vrasës i pabesë për shqiptarët dhe nj bashkëpuntor besnik diktaturave komuniste të Serbo-Rusisë.
Nongrata Sali Berisha ka shkatrruar shqiptarët dhe Shqipërin Natyrale për 33 vite  e fundit me korrupson dhe me krimin e organizuar. I"
f6EPrj5Jjns,@user-lf7oz8sr1h,"Ke te drejte me analizen qe bere Spahiu, respekt"
f6EPrj5Jjns,@user-np6cj5zx5n,Me gjithë respektin por edhe ju e hegert presionin pas denencom që i bëri i ndjeri Prifti  për shumat marramendëse  në për në komunitetin se atyre i duket një  nj pulë e pjekur në vaje
f6EPrj5Jjns,@dafinabakollari2103,Une banoj ne greqi  po nuk kam degjuar ti denoje amerika  por i denojne vete
f6EPrj5Jjns,@dafinabakollari2103,Te shikojme dhe pasurite tuaja  po pse more  amerka do ti denoje politikanet tane non grada per berishen dhe per meten  skeni turp
f6EPrj5Jjns,@tahirzenelaj3822,"E BËN.POPULLI ,deformim."
f6EPrj5Jjns,@tahirzenelaj3822,"Përderisa u ringjall krishti,me çfarë l ogjike të mos ringjallet partia.Nuk e kuptoj mirë ,shprehjen ç'do populli bën partia dhe ç'thotë partia e bën partia! Dmth ,po tha partia dilni në rrugë la....se zbën ,ata duhet të dalin la...la ...tralala se zura një galë.Dmth në Shqipëri mbetet partia mbi të gjithë,nëna dhe baba i partisë mbi gjithçka dhe dhitokracia ,bukuri si Bukuria!"
f6EPrj5Jjns,@klodiansinanai5846,Duket qartë që SPAK dhe SHBA   po luan një lojë të fortë me Metën dhe po i lë hapësire Likes për të luajtur për të parë se si do të vazhdojë loja sepse në qoftë se Likja do të fitoj luftën me Dumanin Amerikanët kanë asin nën mëngë për ta shpallur Non Grata dhe më pas Likja të arrestohet në Albanistan dhe të gjykohet në Amerikë atje e pret Almir Rrapo. Jeta politike dhe personale e Likes në të ardhmen është njësoj si një ekuacion që çdo skemë matematikore të ndjekësh për ta zgjidhur do të dalësh në të njëjtën rezultat final ai real rezultat tjetër të supozuar nuk ka. Kreshniku i di mirë këto por për arsyet e tija nuk do ti theksoj.
f6EPrj5Jjns,@Xhonib,Po Amerika rromuje don
f6EPrj5Jjns,@kasemcenaj4817,"Kreshnik!
Na thuaj ndonjë gjë per AK, kush e financoj?
Ke ndonjë gjë për të thënë, për organin ku ""de fakto"" ishe drejtues, dhe korrupsioni, për çdo emërim ishte 50.000-250.000 Euro?"
f6EPrj5Jjns,@vilsonvilson7790,"More spahi ti,robert papa nje fare koloneli jetoni ne amerike dhe ju dini gjithçka…njeloj si eles biberaj😂😮"
f6EPrj5Jjns,@user-gx7xx1mq8f,po ju o debila po ate pasurinë e surrelit pse nuk e diskutoni apo sua mban bytha Keta jan te gjith kriminel e hajdut dhe ti o kreshnik papagalli
f6EPrj5Jjns,@velicela8073,Alamanjana eshte ne hall se ka ngren ne nji grazhde me mecen.
f6EPrj5Jjns,@ParkuElb-si9jp,Po ke te drejt o kreshnik po kujt thu or cun 😢😢😢😢😢
f6EPrj5Jjns,@MyzejenHarizi-tb8pc,❤❤❤❤
f6EPrj5Jjns,@MyzejenHarizi-tb8pc,Bravo
f6EPrj5Jjns,@Sver89,Europa e korruptuar 😅😅😅 ambasadoret ku jane amerika punoje me keto
f6EPrj5Jjns,@nikoletabuzi6109,"META KA SHKALLUAR PËR PASURINË QË KA VJEDHUR DHE TANI NUK I VJEN MIRË    QË DO T' JA MARRIN, 
MË VJEN KEQ  S'I KA PATUR 3 POSTE   NJË  INJORANT    SHUMË NJERI I ULËT   ,ASNJËHERË NUK MË KA PËLQYER ,AKTRON PËR TË MBROJTUR  PASURITË QË KA PLAÇKITUR"
f6EPrj5Jjns,@robertmashio7701,o verrome mosw e ngerpre!!!!!!
f6EPrj5Jjns,@bertinushi3908,O Spahi je nji kriminel ne sherbim TE ndyresirave
f6EPrj5Jjns,@bertinushi3908,Duhen te shporren te gjithe Sorrosianet e ndyre gjakpirese kundra kombit tone ok .
f6EPrj5Jjns,@user-bf1xy8jl3c,Problemi American ish o jorant ke pa na 1 shtet ku ka fut hunt American te jet mir nga ekonomia vetem luft ke me American dhe Europe bashk
f6EPrj5Jjns,@shijaku4516,Ilir Meta Mona Dhe Sali Berisha....duheshin arrestuar para 30.vitesh tani èsht shum von..Skta tè 3..duhen tè pèrfundojn si çaushesku..kta plera.✌
f6EPrj5Jjns,@detid3507,Spahiu zagari Rames
f6EPrj5Jjns,@mirashkolaj6400,"Ne fakt deri 5-10 viteve si i verbuar me PD qe isha dhe salì birbithen ty Kreshnik qe kur te hoqi sala e u konfliktut 15vjet me par te kam sha e kundershtart.....POR PASKAM QEN SHUM GABIM SE NE REALITET GJITHNJE VEJ RE NE INTERVISTAT E TUA KRESHNIK SPAHIU JE SHUM REAL DHE NJE NDER PERSONAT MA TE PA PERLYER TE POLITIKES ADMINISTRATES SHQIPTARE......DHE VAJ MEDETI PER KTO POLITIKUQKA TANET QE NA KAN PI GJAKUN E RRJEP PREJ 100VITESH DHE NE SI POPULL RRIM E BOJM SEHUR DHE NUK QOHEMI TI MARRIM ZVARR NGA KRYEMINSTRI AKTUAL E TE GJITH TE TJETET E GJITHSECILIN QEVERITAR E PUSHTETAR QE U KAN DAL EMRAT PER KEQ TRADHTI,MASHTRIME E QDO GJO MBI POPULLIN TON TI NARRIM ZVARR NEPER TIRAN E VARIM NJI NGA NJI KE BOLET E KALIT TE GJERGJ KASTRIOTIT DHE PAS NJE JAVE HUDHIM NLAN...E KSHU PER 5 VJET RRESHT GJERSA TA SPASTROJM SHQIPTARIN NGA PLEHRAT E POLITIKES E PUSHTETIT"
f6EPrj5Jjns,@tafilmupulli219,"Burg-burg-burg per ilirin dhe moniken,kta shushunja te shpifur"
f6EPrj5Jjns,@user-lc1py8wu2t,AMERIKA na mban neve shtetin …TURP ku kemi rënē.
f6EPrj5Jjns,@durimkapllanaj8916,Bravo të lumt
f6EPrj5Jjns,@user-ph1wm2uq1i,"Jemi me mendimin tuaj. Asnje politikan,nenpunes,shteti, deputet, k/ bashkiak , firme , investitor strategjik, minister etj nuk eshte arestuar. Populli pret, gjykatat per te marre vendimin ndaj hajduteve."
f6EPrj5Jjns,@ge5585,Ky ka rrjedh 😂 dhe te mendosh qe  partia e tij quhej aleanca kuq e zi...ka gabuar ngjyrat ndoshta.
f6EPrj5Jjns,@vincensnoga8517,Po pse flet nga jashtë hajde dhe lufto këtu na jepni mend kur nuk bëni kurajë per ketë vend keni gjetë rrugën per të ikur nga vështirësitë boll me keto muhabete hajde ne atdhe çao
f6EPrj5Jjns,@fadiltahiraj4846,"Shum me vend eka
kreshnik spahija Tana te verteta"
f6EPrj5Jjns,@fadiltahiraj4846,"Pas vdekjes se 
Gjagjit Enver Hoxha
president dy jan kon jan ish presidenti Rexhep 
Mejdani presidenti
Mojsiv tjert ministra presidenta
Ne Litar a jo edhe Pandeli majko jo"
f6EPrj5Jjns,@gjergjbrunga1742,"JAN MA TE SHKALLUAR  MOS NDESHKUESIT E TYRE ,,,"
f6EPrj5Jjns,@verixhaferri5454,Po ket qerozin per çfar e keni ketu pushtin
f6EPrj5Jjns,@user-es7zc1zy7o,Bravo Meta se është i vetmi që shportë mafiozët amerikan
f6EPrj5Jjns,@KalemHokja,Rrenacak kush ju beson amerika s flet    populli ska nigju asi gja
f6EPrj5Jjns,@vladimirabazaj5873,"Bravo👏👏👏Kreshnik Spahiu legjend👍
❤️❤️❤️❤️😍🇦🇱❤️❤️❤️❤️"
f6EPrj5Jjns,@EdiKari,"Po pse hike ne amerike o ushtar i politikes , .......moral kurve i thone kesaj"
f6EPrj5Jjns,@adriancecollari3373,"Eshte koha per Ne Shqiptaret,,,,  Qeveri teknike se shpejti....."
f6EPrj5Jjns,@nadianalobako318,Ti qenke nje loqe ...Ti kershnik kur do shpalles non GRADA
f6EPrj5Jjns,@nadianalobako318,"Kreshnik ke shkalluar tii 
Legen"
f6EPrj5Jjns,@ed8590,A e shet ket kollaren
f6EPrj5Jjns,@aurorageorgiev68,CE dëgjoni ktë fëlliqsir ky ësht një klysh komunisti dhe jashtqitja e Ramës dhe Sorosit.😂😅😂😅
f6EPrj5Jjns,@fwtista1295,Trap
f6EPrj5Jjns,@mirvjenatufa4750,"FUNDRRINA, DESHTAKU, HIPOKRITI spahiu. Ku i gjejne keto ""gazetaret"" keto specie te Deshtuar per intervista???? O Zot na mbro nga injorantet."
f6EPrj5Jjns,@arbenshabanaj7368,"Zero tolleranze,qofshin te majt apo te djatht keta djaj te pa ngopur kur"
f6EPrj5Jjns,@SherifTahiraj-xj2gr,"Prishja e pazareve Rama Meta kan hapur probleme tekte dy ,me shum per Meten. Meta ka ren ne gropen pe ka hapur vet."
f6EPrj5Jjns,@kuitimbullari.hallimath.or7732,Për të shkalluar je ti hajdut mashtrus dhe paguhesh
f6EPrj5Jjns,@ymerhalilaj2025,"Po po keni gjetë vënd e bëni kuvend ndaj llomotitni në media,në rrugë,në ballkone se na i la plënc tek tek dera Ali Ramiz UTBASHI  me këtë djallokraci që morën qafiristanët albanezë nga 12 byroistë në 12 pardesybardhët që u tallën si jevgu me arushën me zingjirin në hundë e vodhën, e vranë e shtrinë përdhe siq thotë Pashko Vaso dhe e degdisën e degjeneruan e hedhur si një leckë gabi në një qoshe të Europës. Po lyhen e mgjyhen,i bëjnë karshillëk e budallallëk këtij mjeran populli hypur në kalin e hajnisë e bëjnë si të lajthitur pasi ky fatzi i votoj duke vrarë vehten me dorën e vet për 34 vjet. Ik nomuz e vjen domuz në një katran ngjyer e lyer, një damkë kanë, në një djalleshë kanë pirë gji tek e moçmja nënë parti... Zoti mos dhëntë jetë e mos e gëzofshin asnjë cent të vjedhur këtij populli. Vetëm Amerika e Dumani mund ti bëjnë derman e duhman këta monstra  që meritojnë djegjen në zjarr me dru të njoma për çfar i kanë bë kbit shqipëtar këta mercenarë,tradhëtarë,barbarë,zuzarë,antikombëtarë barbarë..."
f6EPrj5Jjns,@user-nf2we4ii1y,Spahiu..like floririt nuk I vjen zor per videon e Dritan Priftit jo ma te skuqet per kto qe pritet te dalin ne vazhdim
f6EPrj5Jjns,@shkelzenpjetri8981,Po spak  ku ashte
f6EPrj5Jjns,@shkelzenpjetri8981,Amerika nuke hik pa hy ne burge te korroptuarite
f6EPrj5Jjns,@ilirmuskaj5841,"Erla! Je vërtet kaq naive sa nuk kupton, apo bën shejtan budallain?!?!"
f6EPrj5Jjns,@luanhoxha717,Te arrestoen tte dyi iliri dhe monikern
f6EPrj5Jjns,@tanpiter7066,Bah flet monstra e korropsionit ne drejtesi per drejtesi dhe amerike 🤮🤮🤮
f6EPrj5Jjns,@feruzanpetritaj,Ik mo rruje leshte ti ku je me ate shoqaten tendo o lesh
f6EPrj5Jjns,@mehmetismaili6915,Ik O SPAHIU ik O ARSLIKER o puppet O SPIHUN
f6EPrj5Jjns,@mehmetismaili6915,O SPAHIU O SPIHUN O ARSLIKER O PUPPET KUSH JE TI QE FOLE NE EMER TE SHQIPTAREVE O SPIHUN ME CFAR MERRESH NE AMERIKE O SPIHUN !!! KE HEDHUR FIRME ATJE KUNDER SHQIPTAREVE O SPIHUN
f6EPrj5Jjns,@eddimemishaj3930,BURG BURG  BURGU   PER  KETO  FAMILE  ..TE  GJITHE  DHE  ME  GJYSHEN.. EMONIKEN..
f6EPrj5Jjns,@pashknokaj2988,"Erla,je njësh moderatore.Zoti të ka lindur për këtë mision. Bravo,vazhdo kemi nevojë për ty.Përpara….."
f6EPrj5Jjns,@qendresa3969,Ceshte ky hajvan katundi qe nderhyn Spahiut...
f6EPrj5Jjns,@petrokaca3805,VETËM  TI  O  KRESHNIK  JE  NGA  TRUTË   IREGULLT  TË  TJERËT  JANË  TË  ÇMËNDUR
f6EPrj5Jjns,@ilirjanshehu5234,O Spahi plehre....po ti analist trapi  ngele  duke mbrojtur Ramizmin
f6EPrj5Jjns,@Jaliji,Burgu..
f6EPrj5Jjns,@gjovalinkola5899,Qëllimi është; të shpëtojmë atë që mund të shpëtohet!!!
f6EPrj5Jjns,@robertmonci9899,Bravo  Spahi
f6EPrj5Jjns,@pashkdoda8192,"Zero tolerancë për LIKEN,  o të veprojë drejtësia, o të deklarojë faliment."
f6EPrj5Jjns,@harmino253,Ndyresira mediatike me emrin Spahiu.
f6EPrj5Jjns,@sebastiann355,"Te iki me Gjithe Ojf se e degraduan Shqieprine fare,turp i ballkanit"
f6EPrj5Jjns,@blackeagle7947,Kreshnik komunisti bythqir lepires
f6EPrj5Jjns,@Useralb,"Ik o kreshnik ha ndonje koker vez bashk me laker o qyqar.
se ke 20 vite qe vetëm llap e llap dhe lesht e curit ke zgjidhur o nari"
f6EPrj5Jjns,@abiern144,O  zot   kush  na  ka  drejtuar  dhe  na  drejton  o  zot  perfundofshin  te  gjithe  ne  psikiatri
f6EPrj5Jjns,@biankaulnika401,"Merrni mendim nga ky si "" kendezi maje plehut"" qe eshte i mbytur ne korrupsion kur ishte zv/ minister i drejtesise  Berisha e pushoi nga puna per keto pislleqe"
f6EPrj5Jjns,@user-fo6nk5zj9h,"Amnistia nuk u be paqellim,duhen liruar qelite:per ty ,monen,salen,baqaj,manasterliun,ballukrat,velirat,me pas edrat.dhe duhet prap te behet amnisti qe te mos turperohemi,"
f6EPrj5Jjns,@GramosHaruni,Ke shume të drejtë në qoftë se Amerika e toleron atëhere është një bllof i madh që njerëzit e thjesht duhet të heqin dorë nga besimi që kanë te drejtësia dhe te shba
f6EPrj5Jjns,@bashkimbega,"Çfar mut  arresti
Tju merret pasuria
Bravo 
A të dënohen   kruminelët  a të largohet ambasada  amerikane  si  Bashkëpuntore  e Gënjeshtare  banale"
f6EPrj5Jjns,@kolndoj8762,E  KUSH  ESHTE  KY QE  SHANTAZHON  AMERIKEN  KY  NUK  ESHTE  NE  RREGULL  SE  TE  TJERET  NDOSHTA  KAN  DHE  TE  DREJT  SE  JANE  TE  AKUZUAR  DHE  KAN  DREJT  TE  MBROHEN
f6EPrj5Jjns,@ballistmorina,Ti je nji rob pa kurrefar karakteri...
f6EPrj5Jjns,@user-sf6uz9xb3b,"PERSE LEJOHET QE NE NJE SHTET TE PAVARUR TE PERZIHET NJE AMBASADE E HUAJ CILADO QOFTE AJO?!!!!!!
AMBASADA NUK DUHET TE LARGOHET NGA SHQIPERIA POR TE MOS FUSE HUNDET NE PUNET E BRENDESHME NE NJE SHTET TJETER!!!!!!!
AMBASADAT KOMUNIKOJNE VETEM ME MINISTRINE E JASHTME DHE NEPERMES MINISTRISE SE JASHTME!!!!!!!
KJO QE PO NDODH ESHTE FORME MODERNE E VENDEVE TE ETURA PER HEGJEMONI,PER TE PUSHTUAR VENDET E VARFERA VENDET BYTHELEPIRESE VENDET E KOMPLEKSUARA NE EKZISTENCEN E VET. 
SHQIPERISE I DUHET NJE ELITE ATDHETARESH  SHQIPTARE BIJ E BIJA SHQIPTARESH QE E DUAN  SHQIPERINE DHE POPULLIN SHQIPTAR.
AJO ELITE NUK ESHTE SOT.
NESE NUK VJEN SHPEJT, ME VONE EDHE NESE VJEN,DO GJEJE NJE VEND TE OKUPUAR PA KTHIM NGA SHBA DHE NUK DO ARRIJE ASGJE.
MALI I ZI ME TRE KOMBESI POTHUAJSE TE BARABARTA,KA SHUME ME SHUME INTEGRITET KOMBETAR KULTUROR POLITIK SESA SHQIPERIA DHE SHQIPTARET QE KANE QENE NE TROJET E VETA MIJERA VITE ME PERPARA SE AMERIKANET NE AMERIKE APO MALAZEZET E SERBET NE BALLKAN.
A E KA SHQIPERIA FATIN E KOSOVES QE PASI I NDERROJI SHARLATANET DISA HERE, VOTOJI ATDHETARIN TE MENCURIN ZEMERLUANIN TE NDERSHMIN, NDRYSHE NGA NE QE VOTOJME 3 MANDATE ZULLAPIN HAJDUTIN MEDIOKRIN POLITIK, ANTIKOMBETARIN ANTIATDHETARIN,NE FAKT TRADHETARIN E KOMBIT.!!!!!
NA DUHET NJE ALBIN KURT. 
NDRYSHE E THA BEN BLUSHI!!!!!!!!!!
NE FAKT KA NDODHUR TASHME QE NE 2013 ten.!!!!!!!"
f6EPrj5Jjns,@id2063,Meta eshte i shpallur non Grata. Pse nuk e pyesni??????
f6EPrj5Jjns,@GramosMargjoni,Bravospahiutijelidër😢😢😢😢😢
f6EPrj5Jjns,@bashkimdida8750,"BRRAVO SPAHIU , SH B A , PO TALLEN ME SHIPERINE ."
f6EPrj5Jjns,@sokolltorllomishi2186,Haha setebon..mire. llumi. Komunistve.
f6EPrj5Jjns,@user-gm5mz5uw8d,Ka te drejte spahiu
f6EPrj5Jjns,@dhioniscobanaj3192,"O kreshnik gjobaxhiu ik denoncoje te futet ne burge,Meta eshte djale shqiptar,atdhetare nuk eshte antishqiptare si ju"
